Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Housing,"Housing Tenure",Owner-occupied,"198,025","(+/-4,519)","186,680","(+/-5,505)","205,070","(+/-5,812)","201,936","(+/-5,016)","209,918","(+/-5,156)","207,690","(+/-5,551)","235,464","(+/-5,103)","212,481","(+/-4,942)","208,068","(+/-5,530)","219,479","(+/-5,336)","229,600","(+/-5,963)","151,089","(+/-4,668)","233,082","(+/-5,523)","214,885","(+/-4,986)"
Housing,"Housing Tenure",Renter-occupied,"113,043","(+/-4,115)","140,998","(+/-6,136)","110,032","(+/-5,080)","114,298","(+/-4,913)","100,848","(+/-4,828)","106,228","(+/-6,003)","97,156","(+/-4,979)","75,235","(+/-4,793)","98,435","(+/-4,948)","100,154","(+/-4,588)","87,361","(+/-4,708)","172,748","(+/-5,673)","66,001","(+/-4,413)","96,665","(+/-4,892)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.40,(+/-0.04),2.50,(+/-0.05),2.43,(+/-0.05),2.59,(+/-0.04),2.40,(+/-0.04),2.47,(+/-0.05),2.42,(+/-0.04),2.74,(+/-0.04),2.51,(+/-0.05),2.48,(+/-0.04),2.40,(+/-0.06),2.53,(+/-0.07),2.71,(+/-0.05),2.54,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.21,(+/-0.07),2.06,(+/-0.07),2.15,(+/-0.07),2.05,(+/-0.06),2.11,(+/-0.08),2.33,(+/-0.09),2.15,(+/-0.07),2.35,(+/-0.09),2.22,(+/-0.07),2.19,(+/-0.08),2.19,(+/-0.10),2.13,(+/-0.06),2.46,(+/-0.11),2.34,(+/-0.09)
Housing,"Year Householder Moved into Unit","Occupied housing units","311,068","(+/-3,772)","327,678","(+/-5,610)","315,102","(+/-4,686)","316,234","(+/-4,929)","310,766","(+/-6,185)","313,918","(+/-6,036)","332,620","(+/-5,022)","287,716","(+/-4,323)","306,503","(+/-4,109)","319,633","(+/-4,273)","316,961","(+/-6,084)","323,837","(+/-6,025)","299,083","(+/-5,038)","311,550","(+/-4,767)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","69,066","(+/-4,488)","108,313","(+/-6,099)","100,972","(+/-5,623)","109,573","(+/-5,845)","71,844","(+/-4,638)","85,825","(+/-5,987)","94,431","(+/-4,757)","62,820","(+/-4,319)","80,650","(+/-4,191)","87,074","(+/-4,452)","71,106","(+/-4,554)","130,754","(+/-5,551)","66,413","(+/-4,021)","83,084","(+/-4,555)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","52,300","(+/-3,692)","68,859","(+/-5,544)","63,629","(+/-5,154)","67,624","(+/-4,814)","52,784","(+/-4,261)","60,743","(+/-4,320)","64,532","(+/-4,419)","59,834","(+/-3,814)","55,044","(+/-4,105)","60,253","(+/-4,445)","62,345","(+/-4,507)","66,359","(+/-4,152)","65,505","(+/-5,159)","60,854","(+/-3,921)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","64,607","(+/-3,891)","69,579","(+/-5,423)","56,427","(+/-3,568)","62,521","(+/-5,103)","65,523","(+/-5,324)","64,966","(+/-4,832)","73,443","(+/-4,382)","63,375","(+/-4,004)","65,884","(+/-4,143)","60,862","(+/-4,351)","74,748","(+/-4,260)","54,894","(+/-4,241)","71,287","(+/-4,355)","70,891","(+/-4,348)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","52,543","(+/-3,646)","43,461","(+/-3,358)","42,484","(+/-3,364)","40,603","(+/-3,098)","49,937","(+/-3,637)","43,783","(+/-3,694)","51,351","(+/-3,282)","44,613","(+/-3,814)","46,351","(+/-3,349)","50,349","(+/-3,835)","47,319","(+/-3,655)","40,613","(+/-3,572)","45,066","(+/-3,136)","46,841","(+/-3,500)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","33,867","(+/-3,047)","23,091","(+/-2,286)","26,974","(+/-2,502)","22,689","(+/-2,272)","33,128","(+/-2,596)","28,603","(+/-3,122)","23,710","(+/-2,426)","29,232","(+/-2,412)","30,337","(+/-2,452)","30,189","(+/-2,698)","30,951","(+/-2,818)","17,290","(+/-2,114)","26,378","(+/-2,655)","23,422","(+/-2,128)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","38,685","(+/-2,487)","14,375","(+/-1,766)","24,616","(+/-2,188)","13,224","(+/-1,552)","37,550","(+/-3,033)","29,998","(+/-2,710)","25,153","(+/-2,393)","27,842","(+/-2,216)","28,237","(+/-2,383)","30,906","(+/-2,489)","30,492","(+/-2,625)","13,927","(+/-1,799)","24,434","(+/-2,398)","26,458","(+/-1,892)"
Housing,Value,"Owner-occupied units","198,025","(+/-4,519)","186,680","(+/-5,505)","205,070","(+/-5,812)","201,936","(+/-5,016)","209,918","(+/-5,156)","207,690","(+/-5,551)","235,464","(+/-5,103)","212,481","(+/-4,942)","208,068","(+/-5,530)","219,479","(+/-5,336)","229,600","(+/-5,963)","151,089","(+/-4,668)","233,082","(+/-5,523)","214,885","(+/-4,986)"
Housing,Value,"Less than $50,000","24,334","(+/-2,557)","4,128","(+/-1,295)","17,334","(+/-2,630)","4,538","(+/-1,268)","16,572","(+/-2,404)","9,418","(+/-1,612)","13,615","(+/-1,746)","15,476","(+/-1,581)","13,959","(+/-2,376)","12,574","(+/-2,092)","12,843","(+/-1,678)","5,244","(+/-1,361)","12,977","(+/-1,844)","10,916","(+/-1,832)"
Housing,Value,"$50,000 to $99,999","33,229","(+/-2,948)","1,264",(+/-711),"16,538","(+/-1,987)","1,270",(+/-474),"20,939","(+/-2,289)","9,415","(+/-1,755)","16,015","(+/-2,011)","15,990","(+/-1,679)","14,315","(+/-2,002)","10,143","(+/-1,652)","13,119","(+/-1,877)","2,469",(+/-852),"12,431","(+/-1,808)","12,410","(+/-1,760)"
Housing,Value,"$100,000 to $149,999","25,603","(+/-2,119)","2,795","(+/-1,182)","18,932","(+/-2,601)","3,267","(+/-1,121)","23,383","(+/-2,657)","15,760","(+/-2,596)","19,203","(+/-2,038)","12,932","(+/-1,782)","19,001","(+/-2,375)","18,931","(+/-2,382)","13,703","(+/-2,054)","3,378",(+/-959),"14,187","(+/-2,045)","13,822","(+/-1,753)"
Housing,Value,"$150,000 to $199,999","28,685","(+/-2,988)","4,915","(+/-1,091)","25,384","(+/-2,471)","5,248","(+/-1,446)","28,444","(+/-2,398)","30,114","(+/-3,160)","20,340","(+/-2,059)","15,882","(+/-2,138)","28,228","(+/-2,752)","25,416","(+/-2,682)","17,985","(+/-2,204)","7,371","(+/-1,680)","20,533","(+/-2,630)","17,466","(+/-1,965)"
Housing,Value,"$200,000 to $299,999","39,710","(+/-3,331)","26,649","(+/-3,217)","50,643","(+/-4,071)","20,319","(+/-2,340)","50,077","(+/-3,762)","57,776","(+/-3,805)","46,301","(+/-2,997)","26,623","(+/-2,951)","52,220","(+/-3,910)","50,765","(+/-3,973)","43,378","(+/-3,662)","26,786","(+/-2,726)","44,233","(+/-3,282)","43,186","(+/-2,971)"
Housing,Value,"$300,000 to $499,999","33,058","(+/-2,886)","72,683","(+/-4,550)","48,928","(+/-4,065)","71,452","(+/-4,769)","42,600","(+/-3,732)","60,314","(+/-4,732)","72,871","(+/-4,110)","61,846","(+/-3,436)","53,689","(+/-3,828)","61,280","(+/-4,642)","70,197","(+/-4,271)","63,421","(+/-3,964)","84,547","(+/-4,483)","61,871","(+/-3,807)"
Housing,Value,"$500,000 to $999,999","12,394","(+/-1,741)","62,136","(+/-3,673)","24,159","(+/-2,734)","82,072","(+/-4,011)","24,190","(+/-2,765)","22,142","(+/-2,592)","39,671","(+/-2,780)","54,315","(+/-3,506)","24,174","(+/-2,841)","31,280","(+/-2,715)","45,577","(+/-3,208)","29,509","(+/-2,536)","39,967","(+/-2,649)","44,534","(+/-3,262)"
Housing,Value,"$1,000,000 or more","1,012",(+/-372),"12,110","(+/-1,895)","3,152",(+/-705),"13,770","(+/-1,658)","3,713","(+/-1,034)","2,751",(+/-886),"7,448","(+/-1,204)","9,417","(+/-1,374)","2,482",(+/-759),"9,090","(+/-1,535)","12,798","(+/-2,204)","12,911","(+/-1,565)","4,207",(+/-999),"10,680","(+/-1,609)"
Housing,Value,"Median (dollars)","171,900","(+/-4,748)","449,800","(+/-9,596)","242,700","(+/-6,865)","485,700","(+/-10,583)","229,800","(+/-7,083)","266,800","(+/-6,875)","304,800","(+/-8,100)","355,600","(+/-8,321)","250,000","(+/-6,706)","284,300","(+/-8,553)","334,400","(+/-9,304)","378,100","(+/-6,967)","322,400","(+/-7,326)","329,000","(+/-8,936)"
Housing,"Mortgage Status","Owner-occupied units","198,025","(+/-4,519)","186,680","(+/-5,505)","205,070","(+/-5,812)","201,936","(+/-5,016)","209,918","(+/-5,156)","207,690","(+/-5,551)","235,464","(+/-5,103)","212,481","(+/-4,942)","208,068","(+/-5,530)","219,479","(+/-5,336)","229,600","(+/-5,963)","151,089","(+/-4,668)","233,082","(+/-5,523)","214,885","(+/-4,986)"
Housing,"Mortgage Status","Housing units with a mortgage","104,467","(+/-4,693)","134,711","(+/-5,473)","116,271","(+/-5,165)","139,862","(+/-5,038)","114,649","(+/-4,431)","127,671","(+/-5,736)","137,718","(+/-5,303)","134,892","(+/-5,092)","122,443","(+/-4,798)","129,881","(+/-5,211)","114,325","(+/-5,170)","113,677","(+/-4,303)","156,755","(+/-4,278)","137,873","(+/-4,795)"
Housing,"Mortgage Status","Housing units without a mortgage","93,558","(+/-4,287)","51,969","(+/-3,016)","88,799","(+/-4,478)","62,074","(+/-3,977)","95,269","(+/-3,301)","80,019","(+/-4,788)","97,746","(+/-3,873)","77,589","(+/-3,914)","85,625","(+/-4,379)","89,598","(+/-4,727)","115,275","(+/-4,187)","37,412","(+/-3,278)","76,327","(+/-4,414)","77,012","(+/-3,635)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","104,467","(+/-4,693)","134,711","(+/-5,473)","116,271","(+/-5,165)","139,862","(+/-5,038)","114,649","(+/-4,431)","127,671","(+/-5,736)","137,718","(+/-5,303)","134,892","(+/-5,092)","122,443","(+/-4,798)","129,881","(+/-5,211)","114,325","(+/-5,170)","113,677","(+/-4,303)","156,755","(+/-4,278)","137,873","(+/-4,795)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,606",(+/-678),709,(+/-685),784,(+/-346),"1,187",(+/-515),"1,679",(+/-713),"2,135",(+/-729),"1,319",(+/-471),"1,975",(+/-826),"1,711",(+/-779),"2,280",(+/-859),"2,177",(+/-787),"1,012",(+/-559),809,(+/-427),"1,335",(+/-525)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","24,646","(+/-2,969)","10,757","(+/-2,029)","20,271","(+/-2,283)","8,682","(+/-1,660)","28,747","(+/-3,200)","26,609","(+/-2,914)","18,047","(+/-1,929)","16,830","(+/-2,006)","25,554","(+/-2,683)","31,319","(+/-3,547)","19,739","(+/-1,723)","14,562","(+/-2,393)","18,264","(+/-2,438)","24,275","(+/-2,488)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","38,923","(+/-3,165)","28,039","(+/-3,027)","36,798","(+/-3,214)","22,494","(+/-2,147)","37,610","(+/-2,691)","40,908","(+/-3,597)","40,018","(+/-3,578)","35,136","(+/-3,491)","41,177","(+/-2,986)","38,308","(+/-3,294)","37,792","(+/-3,323)","32,926","(+/-3,411)","44,273","(+/-3,298)","38,612","(+/-3,173)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","20,644","(+/-2,280)","33,891","(+/-3,720)","29,216","(+/-2,839)","30,456","(+/-3,277)","23,569","(+/-2,968)","27,969","(+/-3,290)","32,283","(+/-3,070)","29,488","(+/-3,465)","28,187","(+/-2,847)","26,039","(+/-3,029)","25,242","(+/-2,450)","26,249","(+/-2,698)","43,355","(+/-3,565)","28,577","(+/-2,323)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","9,227","(+/-1,676)","22,607","(+/-2,704)","15,340","(+/-2,322)","31,336","(+/-3,934)","12,046","(+/-1,672)","15,994","(+/-2,510)","23,439","(+/-2,278)","17,747","(+/-2,540)","13,590","(+/-2,186)","13,013","(+/-1,869)","14,799","(+/-2,056)","15,128","(+/-2,474)","26,657","(+/-2,801)","19,523","(+/-2,318)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","5,697","(+/-1,391)","14,538","(+/-2,072)","6,650","(+/-1,311)","18,138","(+/-2,445)","3,750",(+/-874),"6,374","(+/-1,483)","9,023","(+/-1,576)","12,582","(+/-1,651)","5,911","(+/-1,112)","9,201","(+/-1,953)","5,641","(+/-1,195)","8,312","(+/-1,194)","11,694","(+/-2,208)","9,461","(+/-1,532)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","3,724","(+/-1,024)","24,170","(+/-3,038)","7,212","(+/-1,219)","27,569","(+/-3,019)","7,248","(+/-1,462)","7,682","(+/-1,273)","13,589","(+/-1,889)","21,134","(+/-2,488)","6,313","(+/-1,291)","9,721","(+/-1,409)","8,935","(+/-1,632)","15,488","(+/-1,762)","11,703","(+/-2,241)","16,090","(+/-2,217)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,305",(+/-41),"1,896",(+/-61),"1,505",(+/-43),"2,113",(+/-52),"1,346",(+/-44),"1,424",(+/-45),"1,635",(+/-41),"1,701",(+/-51),"1,404",(+/-37),"1,399",(+/-43),"1,465",(+/-37),"1,638",(+/-53),"1,646",(+/-34),"1,585",(+/-48)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","93,558","(+/-4,287)","51,969","(+/-3,016)","88,799","(+/-4,478)","62,074","(+/-3,977)","95,269","(+/-3,301)","80,019","(+/-4,788)","97,746","(+/-3,873)","77,589","(+/-3,914)","85,625","(+/-4,379)","89,598","(+/-4,727)","115,275","(+/-4,187)","37,412","(+/-3,278)","76,327","(+/-4,414)","77,012","(+/-3,635)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","8,519","(+/-1,595)","1,329",(+/-511),"9,759","(+/-1,809)","2,020",(+/-649),"16,592","(+/-2,024)","10,764","(+/-1,835)","8,400","(+/-1,443)","8,666","(+/-1,386)","10,169","(+/-1,644)","12,179","(+/-1,850)","19,081","(+/-2,247)","1,342",(+/-740),"7,389","(+/-1,561)","8,392","(+/-1,505)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","26,265","(+/-2,700)","6,043","(+/-1,369)","21,427","(+/-2,236)","6,646","(+/-1,315)","33,010","(+/-2,311)","26,170","(+/-2,767)","21,812","(+/-2,340)","18,667","(+/-1,622)","25,816","(+/-2,728)","28,893","(+/-2,887)","35,371","(+/-2,453)","7,253","(+/-1,478)","18,808","(+/-2,425)","22,262","(+/-2,174)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","32,287","(+/-2,494)","17,457","(+/-2,611)","28,931","(+/-2,162)","18,753","(+/-2,272)","27,742","(+/-2,698)","25,306","(+/-3,016)","31,756","(+/-2,579)","27,057","(+/-2,473)","30,258","(+/-2,615)","27,881","(+/-2,901)","32,666","(+/-2,658)","12,055","(+/-1,945)","25,874","(+/-2,637)","23,720","(+/-2,720)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","14,355","(+/-1,765)","13,494","(+/-1,959)","16,087","(+/-2,069)","17,478","(+/-2,235)","11,196","(+/-1,533)","10,166","(+/-1,424)","18,886","(+/-1,651)","12,607","(+/-2,006)","10,884","(+/-1,486)","10,546","(+/-1,427)","15,400","(+/-1,836)","9,176","(+/-1,564)","13,398","(+/-1,894)","10,782","(+/-1,585)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","7,350","(+/-1,279)","5,836","(+/-1,173)","5,944","(+/-1,288)","8,078","(+/-1,707)","2,395",(+/-708),"4,474",(+/-985),"8,053","(+/-1,448)","5,207","(+/-1,070)","5,152","(+/-1,089)","5,628","(+/-1,764)","5,034","(+/-1,103)","2,290",(+/-708),"5,783","(+/-1,291)","5,669","(+/-1,286)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","4,782","(+/-1,027)","7,810","(+/-1,346)","6,651","(+/-1,217)","9,099","(+/-1,404)","4,334",(+/-898),"3,139",(+/-894),"8,839","(+/-1,077)","5,385","(+/-1,023)","3,346",(+/-921),"4,471","(+/-1,019)","7,723","(+/-1,409)","5,296","(+/-1,017)","5,075","(+/-1,077)","6,187","(+/-1,073)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",469,(+/-12),616,(+/-25),494,(+/-16),636,(+/-19),392,(+/-10),422,(+/-14),519,(+/-14),469,(+/-11),442,(+/-12),423,(+/-14),416,(+/-10),567,(+/-23),478,(+/-15),465,(+/-16)
Housing,"Gross Rent","Occupied units paying rent","101,438","(+/-3,856)","138,691","(+/-6,130)","103,768","(+/-5,197)","111,355","(+/-4,980)","88,424","(+/-4,518)","99,469","(+/-5,787)","91,133","(+/-4,942)","67,516","(+/-4,491)","91,707","(+/-4,838)","94,051","(+/-4,664)","78,026","(+/-4,639)","170,446","(+/-5,669)","61,123","(+/-3,939)","91,473","(+/-5,064)"
Housing,"Gross Rent","Less than $500","13,499","(+/-2,091)","3,105","(+/-1,182)","8,180","(+/-1,497)","2,529",(+/-981),"7,944","(+/-1,700)","7,449","(+/-1,645)","6,180","(+/-1,368)","6,903","(+/-1,310)","5,994","(+/-1,309)","7,390","(+/-1,796)","9,126","(+/-1,878)","4,522","(+/-1,355)","4,780","(+/-1,275)","4,691","(+/-1,114)"
Housing,"Gross Rent","$500 to $999","51,864","(+/-4,114)","13,943","(+/-2,217)","38,177","(+/-3,897)","11,303","(+/-2,383)","41,525","(+/-3,239)","36,655","(+/-4,636)","24,248","(+/-2,761)","22,550","(+/-2,204)","29,420","(+/-3,211)","30,889","(+/-3,716)","26,103","(+/-3,127)","14,489","(+/-2,275)","21,458","(+/-2,402)","23,661","(+/-2,747)"
Housing,"Gross Rent","$1,000 to $1,499","27,330","(+/-2,932)","41,122","(+/-4,382)","37,916","(+/-3,663)","30,277","(+/-3,674)","26,379","(+/-3,166)","32,888","(+/-3,424)","30,452","(+/-3,016)","14,717","(+/-2,612)","34,239","(+/-3,136)","38,050","(+/-3,968)","21,781","(+/-2,366)","50,462","(+/-4,630)","18,266","(+/-2,622)","27,255","(+/-3,207)"
Housing,"Gross Rent","$1,500 to $1,999","6,386","(+/-1,263)","54,367","(+/-4,862)","14,353","(+/-2,704)","40,733","(+/-3,957)","8,388","(+/-1,807)","15,779","(+/-2,536)","19,140","(+/-2,768)","10,141","(+/-1,900)","15,886","(+/-2,136)","10,593","(+/-2,235)","13,065","(+/-2,324)","64,930","(+/-4,998)","10,523","(+/-2,146)","20,711","(+/-3,003)"
Housing,"Gross Rent","$2,000 to $2,499","1,569",(+/-768),"17,792","(+/-3,130)","3,422","(+/-1,317)","15,835","(+/-2,530)","1,891",(+/-732),"4,390","(+/-1,586)","8,241","(+/-2,019)","7,978","(+/-1,803)","3,747","(+/-1,480)","3,887","(+/-1,249)","4,254","(+/-1,238)","23,609","(+/-3,237)","4,624","(+/-1,735)","10,119","(+/-2,105)"
Housing,"Gross Rent","$2,500 to $2,999",483,(+/-440),"4,591","(+/-1,271)","1,161",(+/-831),"6,172","(+/-1,791)",763,(+/-451),868,(+/-628),"1,383",(+/-744),"2,753","(+/-1,043)","1,740",(+/-965),"1,592",(+/-829),"1,104",(+/-372),"8,079","(+/-2,158)","1,010",(+/-828),"3,327","(+/-1,206)"
Housing,"Gross Rent","$3,000 or more",307,(+/-220),"3,771","(+/-1,066)",559,(+/-437),"4,506","(+/-1,254)","1,534",(+/-616),"1,440",(+/-482),"1,489",(+/-634),"2,474",(+/-857),681,(+/-360),"1,650",(+/-827),"2,593",(+/-711),"4,355","(+/-1,079)",462,(+/-448),"1,709",(+/-631)
Housing,"Gross Rent","Median (dollars)",877,(+/-26),"1,603",(+/-32),"1,065",(+/-35),"1,642",(+/-42),932,(+/-35),"1,071",(+/-39),"1,238",(+/-46),"1,135",(+/-69),"1,152",(+/-35),"1,096",(+/-35),"1,072",(+/-48),"1,621",(+/-31),"1,103",(+/-52),"1,326",(+/-53)
Housing,"Gross Rent","No rent paid","11,605","(+/-1,745)","2,307",(+/-744),"6,264","(+/-1,250)","2,943",(+/-983),"12,424","(+/-1,912)","6,759","(+/-1,771)","6,023","(+/-1,192)","7,719","(+/-1,636)","6,728","(+/-1,454)","6,103","(+/-1,513)","9,335","(+/-1,656)","2,302",(+/-753),"4,878","(+/-1,334)","5,192","(+/-1,055)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","311,068","(+/-3,772)","327,678","(+/-5,610)","315,102","(+/-4,686)","316,234","(+/-4,929)","310,766","(+/-6,185)","313,918","(+/-6,036)","332,620","(+/-5,022)","287,716","(+/-4,323)","306,503","(+/-4,109)","319,633","(+/-4,273)","316,961","(+/-6,084)","323,837","(+/-6,025)","299,083","(+/-5,038)","311,550","(+/-4,767)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","21,206","(+/-2,611)","12,028","(+/-2,180)","21,481","(+/-2,537)","13,015","(+/-2,451)","20,312","(+/-2,514)","17,939","(+/-2,724)","19,062","(+/-2,357)","12,888","(+/-1,721)","16,147","(+/-2,262)","17,481","(+/-3,155)","13,592","(+/-2,209)","15,142","(+/-2,085)","12,015","(+/-2,025)","16,639","(+/-2,270)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","16,942","(+/-2,415)","6,658","(+/-1,535)","12,656","(+/-2,013)","7,964","(+/-1,853)","12,674","(+/-1,722)","12,687","(+/-2,079)","13,111","(+/-1,526)","10,963","(+/-1,621)","12,348","(+/-1,956)","9,987","(+/-2,095)","14,887","(+/-2,375)","9,673","(+/-1,881)","9,071","(+/-1,622)","9,830","(+/-1,804)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","30,150","(+/-3,274)","14,276","(+/-2,708)","27,623","(+/-3,155)","15,545","(+/-2,414)","27,151","(+/-2,728)","18,458","(+/-2,723)","23,518","(+/-2,938)","20,760","(+/-2,212)","22,937","(+/-2,678)","24,220","(+/-2,990)","27,636","(+/-3,165)","16,945","(+/-2,421)","18,414","(+/-2,497)","19,752","(+/-2,210)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","26,795","(+/-2,477)","17,885","(+/-2,416)","26,681","(+/-2,510)","14,684","(+/-2,581)","30,558","(+/-3,753)","24,886","(+/-3,089)","23,743","(+/-2,752)","19,317","(+/-2,404)","24,447","(+/-2,120)","28,147","(+/-3,607)","28,088","(+/-2,578)","23,108","(+/-3,292)","21,518","(+/-2,957)","20,705","(+/-2,439)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","46,992","(+/-3,298)","30,873","(+/-3,414)","37,262","(+/-3,269)","26,465","(+/-3,072)","42,292","(+/-3,987)","40,374","(+/-4,331)","42,962","(+/-3,656)","30,647","(+/-3,000)","37,745","(+/-3,149)","35,877","(+/-3,255)","41,441","(+/-3,307)","39,512","(+/-3,492)","33,848","(+/-3,492)","38,437","(+/-3,844)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","55,633","(+/-3,990)","54,804","(+/-4,921)","58,480","(+/-4,515)","45,367","(+/-4,248)","55,317","(+/-4,268)","60,710","(+/-4,712)","55,699","(+/-3,344)","46,531","(+/-3,854)","59,710","(+/-3,629)","59,052","(+/-5,236)","60,089","(+/-4,203)","57,048","(+/-4,662)","46,228","(+/-4,064)","52,617","(+/-3,729)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","43,445","(+/-3,362)","42,102","(+/-3,856)","42,855","(+/-3,725)","31,860","(+/-3,294)","40,554","(+/-3,683)","42,036","(+/-3,897)","47,053","(+/-3,606)","35,170","(+/-3,210)","43,373","(+/-3,485)","40,559","(+/-4,005)","44,306","(+/-3,686)","42,612","(+/-4,027)","38,675","(+/-3,739)","36,052","(+/-2,967)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","41,592","(+/-3,284)","60,119","(+/-4,525)","47,758","(+/-4,121)","59,131","(+/-4,335)","45,568","(+/-3,294)","51,238","(+/-3,957)","54,008","(+/-3,894)","50,101","(+/-3,101)","51,616","(+/-3,686)","53,263","(+/-4,283)","43,319","(+/-3,135)","56,404","(+/-3,835)","58,798","(+/-4,108)","53,772","(+/-3,989)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","14,396","(+/-2,098)","34,074","(+/-3,530)","20,510","(+/-2,195)","39,346","(+/-4,175)","19,357","(+/-2,246)","20,774","(+/-2,409)","25,603","(+/-2,645)","25,592","(+/-3,044)","19,935","(+/-2,411)","22,817","(+/-2,434)","22,615","(+/-2,476)","25,670","(+/-2,713)","30,058","(+/-2,952)","27,988","(+/-2,868)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","13,917","(+/-1,678)","54,859","(+/-3,575)","19,796","(+/-2,059)","62,857","(+/-4,106)","16,983","(+/-2,177)","24,816","(+/-2,862)","27,861","(+/-2,338)","35,747","(+/-2,673)","18,245","(+/-2,408)","28,230","(+/-2,840)","20,988","(+/-2,401)","37,723","(+/-2,814)","30,458","(+/-2,724)","35,758","(+/-2,712)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","54,618","(+/-2,370)","89,972","(+/-2,134)","63,088","(+/-2,816)","101,792","(+/-2,825)","58,489","(+/-2,411)","67,170","(+/-2,663)","69,878","(+/-2,315)","76,869","(+/-3,183)","66,158","(+/-2,630)","67,475","(+/-2,675)","62,316","(+/-1,872)","75,226","(+/-2,336)","80,305","(+/-2,520)","73,744","(+/-2,616)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","74,204","(+/-2,432)","124,499","(+/-3,539)","82,696","(+/-2,404)","134,941","(+/-3,715)","82,081","(+/-2,637)","88,260","(+/-2,572)","92,121","(+/-2,684)","108,256","(+/-3,274)","84,746","(+/-2,591)","92,896","(+/-2,770)","85,760","(+/-2,870)","111,657","(+/-3,505)","102,608","(+/-3,165)","108,431","(+/-3,803)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","726,007","(+/-3,873)","769,213","(+/-10,546)","718,297","(+/-4,124)","776,518","(+/-10,239)","737,119","(+/-8,840)","772,231","(+/-12,517)","774,729","(+/-5,857)","762,320","(+/-10,753)","729,610","(+/-9,355)","772,593","(+/-7,731)","755,192","(+/-2,362)","758,674","(+/-12,845)","793,383","(+/-9,672)","777,322","(+/-12,634)"
