Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Business,"Paid employees for pay period including March 12","Finance and insurance","16,653",H,"8,036",G,"15,248",G,"12,174",G,"2,007",G,"4,611",G,"8,826",H,"1,421",H,"2,894",H,"98,775",H,"4,560",G,"223,085",G,"1,827",G,"2,323",G,"1,571",H,"13,419",G,"9,557",G,"6,997",G,"7,550",H,"18,101",G,"4,618",H,"15,755",G,"5,833",G,"4,099",G,"11,667",G,"29,589",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,057",G,"3,492",G,"8,339",G,"3,748",G,"3,255",H,"4,430",G,"7,790",G,"2,337",G,"5,003",H,"18,376",G,"1,981",G,"56,517",G,"5,116",G,"4,378",G,"4,291",G,"7,330",G,"5,540",G,"3,993",G,"2,878",G,"4,807",G,"1,965",G,"3,618",G,"2,905",G,"2,140",G,"6,509",G,"4,906",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","24,928",G,"15,050",G,"23,967",G,"16,383",G,"3,566",H,"6,899",G,"11,025",G,"3,693",H,"5,079",G,"99,379",G,"5,106",G,"273,368",G,"3,615",H,"3,221",H,"3,368",G,"17,457",G,"16,532",G,"10,351",G,"10,732",G,"32,072",G,"6,458",G,"18,552",G,"7,167",G,"4,808",G,"27,633",G,"23,137",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","5,367",G,"5,018",H,"14,596",H,"3,146",H,484,H,392,H,"5,321",G,473,J,313,H,"27,489",G,376,G,"70,469",G,638,G,"1,030",H,782,J,"10,173",G,"8,900",H,"1,664",G,"2,684",G,"9,912",H,"1,649",H,"6,753",H,"6,535",G,"1,302",G,"12,921",G,"12,236",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","21,599",G,"17,027",G,"22,170",G,"16,685",G,"14,134",H,"6,242",G,"21,929",H,"4,673",G,"5,145",G,"31,450",H,"8,764",G,"112,181",G,"4,203",H,"6,943",G,"4,207",H,"15,620",G,"16,424",G,"11,763",G,"8,592",H,"15,189",G,"6,250",G,"16,956",G,"7,588",G,"6,488",G,"24,191",G,"22,744",G
Business,"Paid employees for pay period including March 12","Educational services","4,798",G,"3,581",G,"9,621",G,"13,712",G,"7,077",H,"4,541",G,"12,424",G,"5,992",G,"9,024",G,"30,195",G,"7,163",G,"95,663",H,"58,517",H,"7,509",G,"13,256",H,"13,313",G,"11,291",G,"16,010",H,"25,240",J,"17,088",H,"3,986",H,"21,029",G,"6,232",H,"4,104",G,"31,348",J,"10,404",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","63,185",G,"55,470",G,"109,401",H,"54,429",G,"48,261",G,"96,764",G,"55,149",G,"73,229",G,"95,723",G,"136,512",G,"61,965",G,"161,882",G,"67,542",H,"48,402",G,"77,357",H,"59,970",G,"79,965",G,"53,097",G,"46,090",G,"71,505",G,"40,267",G,"67,569",G,"37,565",G,"33,010",G,"71,076",H,"72,453",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","6,869",G,"4,196",G,"6,738",G,"6,497",H,"1,511",H,"1,824",G,"5,049",G,"1,869",G,"1,115",H,"13,988",G,"2,163",G,"51,523",G,"2,226",G,"2,055",G,"3,558",H,"7,366",G,"5,141",G,"5,191",G,"4,151",G,"6,130",G,"3,227",G,"4,996",G,"5,151",G,"3,409",G,"5,617",G,"5,404",H
Business,"Paid employees for pay period including March 12","Accommodation and food services","31,167",G,"24,722",G,"28,343",G,"27,794",G,"16,744",G,"18,378",G,"30,023",G,"10,062",G,"8,309",G,"86,762",G,"14,309",G,"143,228",G,"14,014",G,"16,882",G,"10,895",G,"23,795",G,"22,756",G,"28,620",G,"28,334",G,"33,732",G,"21,674",G,"35,105",G,"28,925",G,"21,344",G,"30,937",G,"37,224",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","12,766",G,"13,139",G,"16,571",G,"14,859",G,"7,365",G,"11,430",G,"11,770",G,"5,449",G,"10,634",G,"34,370",G,"8,223",G,"82,256",G,"9,379",H,"7,503",G,"5,085",G,"15,132",G,"14,531",G,"11,028",G,"9,313",G,"14,359",G,"8,116",G,"14,805",G,"11,123",G,"7,349",G,"11,564",G,"13,812",G
Business,"Paid employees for pay period including March 12","Industries not classified",28,H,42,J,60,J,37,J,15,J,6,G,96,G,21,J,20,J,107,G,29,J,239,H,11,G,13,J,23,J,23,J,40,J,34,J,39,H,12,J,22,J,34,J,24,H,23,J,21,J,19,J
Business,"Annual payroll ($1,000)","Total for all sectors","21,204,413",G,"17,505,738",G,"26,806,091",G,"15,026,383",G,"10,003,214",G,"9,649,576",G,"16,564,710",G,"6,230,665",G,"7,806,522",G,"92,158,177",G,"8,513,758",G,"246,874,131",G,"13,173,145",H,"10,839,272",G,"8,879,727",G,"24,766,732",G,"17,939,320",G,"13,191,848",G,"13,359,506",G,"21,809,040",G,"9,872,169",G,"18,591,323",G,"12,784,564",G,"9,170,562",G,"21,101,524",G,"20,819,163",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","8,306",G,392,H,"3,736",H,"1,223",J,0,N,0,N,0,N,0,N,0,N,371,J,0,N,"3,538",J,0,N,0,N,0,N,896,G,"10,426",G,"11,643",H,"13,727",H,"11,253",J,"23,616",G,"4,877",G,"2,715",G,"15,464",G,"30,650",J,553,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","16,888",G,871,G,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,"11,641",J,0,N,0,N,0,N,0,N,"4,852",G,"17,622",G,"38,124",H,"63,686",J,"48,449",G,"11,627",J,"40,686",G,"53,710",H,"6,661",H,"1,111",J
Business,"Annual payroll ($1,000)",Utilities,"249,611",J,"94,430",J,"295,594",J,"116,253",H,"40,060",J,"46,322",J,"413,640",G,"39,631",J,"45,138",J,"200,464",J,"116,249",H,"1,022,966",J,"36,220",J,"517,382",J,0,N,"238,719",J,"199,744",J,"231,432",J,"228,528",H,"171,798",H,"150,763",H,"296,934",J,"132,863",H,"400,084",J,"136,853",H,"197,112",G
Business,"Annual payroll ($1,000)",Construction,"1,678,801",G,"2,447,274",G,"1,870,253",G,"1,053,403",G,"601,271",G,"840,325",G,"2,170,007",G,"245,160",G,"251,287",G,"1,456,621",G,"770,462",G,"3,252,525",G,"173,323",G,"1,478,979",G,"297,759",G,"1,870,883",G,"1,577,046",G,"953,764",G,"757,662",G,"1,380,409",G,"787,066",G,"979,715",G,"875,086",G,"748,493",G,"1,271,515",G,"960,190",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,457,215",G,"2,036,961",G,"831,203",G,"311,485",G,"135,431",H,"230,148",G,"794,965",G,"140,001",G,"85,459",G,"572,020",G,"89,884",G,"624,696",G,"10,454",G,"308,441",G,"113,544",H,"591,792",G,"1,166,208",G,"1,229,984",G,"2,551,955",H,"2,262,512",G,"1,671,709",G,"2,651,109",G,"2,996,221",G,"2,086,195",G,"2,631,091",G,"2,483,518",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,196,527",G,"2,013,250",G,"1,676,963",G,"450,530",G,"194,329",G,"295,557",G,"1,188,120",G,"205,384",G,"201,322",G,"1,606,376",H,"133,799",G,"6,848,091",G,"20,442",G,"913,185",G,"93,937",H,"3,533,971",H,"852,293",G,"748,689",G,"431,639",G,"1,061,387",G,"344,622",G,"1,174,838",G,"625,155",G,"472,635",G,"1,185,870",G,"1,407,104",G
Business,"Annual payroll ($1,000)","Retail trade","1,792,826",G,"1,497,066",G,"1,641,561",G,"1,455,143",G,"505,317",G,"782,299",G,"1,483,965",H,"575,531",G,"607,836",G,"2,833,918",G,"1,383,448",H,"4,570,650",G,"523,909",G,"665,791",G,"451,643",G,"1,476,938",G,"1,272,954",G,"1,570,565",G,"1,185,146",G,"1,645,767",G,"1,189,898",G,"1,441,081",G,"1,420,725",G,"1,086,242",G,"1,447,798",G,"1,278,721",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","399,434",G,"727,728",G,"634,968",H,"1,337,023",H,"3,578,272",G,"141,510",G,"689,874",G,"382,997",G,"93,680",G,"464,884",G,"423,780",G,"968,188",G,"36,259",H,"1,585,289",H,"95,956",H,"1,557,071",H,"303,458",G,"566,679",G,"500,410",G,"636,528",G,"642,205",G,"704,698",G,"394,017",H,"302,905",G,"438,095",G,"746,183",G
Business,"Annual payroll ($1,000)",Information,"358,065",G,"424,407",H,"552,326",H,"309,728",G,"75,438",G,"99,636",G,"619,256",H,"85,223",G,"96,038",H,"16,039,711",G,"112,607",G,"28,317,990",G,"146,640",G,"200,800",H,"44,205",G,"537,360",G,"320,435",H,"269,889",G,"279,017",G,"669,280",G,"178,397",G,"326,796",G,"119,845",G,"124,440",G,"564,524",G,"393,292",G
Business,"Annual payroll ($1,000)","Finance and insurance","3,023,837",H,"751,536",G,"1,838,844",G,"1,528,265",G,"116,179",G,"399,644",G,"1,068,402",H,"98,023",G,"201,400",G,"29,206,911",H,"505,299",H,"86,838,983",G,"119,280",G,"147,487",G,"69,580",H,"2,691,815",H,"1,279,489",H,"551,551",G,"612,339",H,"1,834,826",G,"320,178",G,"1,407,103",G,"409,664",G,"286,096",G,"1,166,415",G,"2,628,605",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","290,389",G,"235,089",G,"692,337",G,"255,702",G,"171,500",G,"239,458",G,"528,959",G,"117,239",G,"209,763",G,"1,649,351",G,"92,912",G,"5,785,610",G,"239,104",G,"238,860",G,"200,868",G,"539,228",G,"340,358",G,"240,194",G,"150,726",G,"266,789",G,"93,404",G,"204,811",G,"139,757",G,"94,626",G,"425,187",G,"259,317",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","2,083,942",G,"1,172,664",G,"2,302,941",G,"1,377,408",G,"270,599",H,"422,506",G,"859,683",G,"263,085",G,"307,628",G,"14,944,136",G,"327,393",G,"44,679,935",G,"245,456",G,"186,886",G,"249,550",G,"2,222,117",H,"1,755,732",H,"775,581",G,"783,051",G,"3,113,851",G,"466,132",G,"1,593,462",G,"495,860",H,"273,788",G,"2,330,465",G,"1,648,672",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","893,051",G,"430,904",H,"1,483,644",H,"337,608",H,"49,629",G,"26,763",H,"655,516",G,"46,207",H,"25,248",H,"4,984,455",G,"28,406",H,"14,269,986",G,"52,959",G,"85,317",H,"32,362",H,"2,054,043",H,"1,009,397",H,"152,808",G,"267,364",G,"848,313",H,"112,605",H,"536,068",H,"1,007,103",H,"108,280",G,"1,306,981",G,"1,141,263",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","1,232,337",G,"886,418",G,"1,370,502",G,"852,710",G,"637,839",H,"380,819",G,"809,392",G,"200,642",G,"218,192",G,"2,495,430",H,"380,388",G,"8,309,705",G,"176,853",H,"340,246",G,"194,230",G,"878,400",G,"938,168",G,"598,182",G,"408,587",H,"838,975",G,"310,409",G,"781,652",G,"364,865",G,"324,073",G,"1,263,929",G,"1,050,747",G
Business,"Annual payroll ($1,000)","Educational services","180,103",G,"108,239",G,"443,002",G,"649,950",G,"319,171",H,"197,859",G,"488,690",G,"327,650",G,"341,486",G,"1,560,351",G,"304,991",G,"8,657,118",J,"6,113,502",J,"477,758",G,"753,264",G,"668,028",G,"408,591",G,"605,181",H,"1,126,261",J,"870,200",G,"167,239",G,"862,052",H,"181,352",H,"135,149",G,"1,864,003",J,"361,431",G
Business,"Annual payroll ($1,000)","Health care and social assistance","4,478,160",G,"3,340,890",G,"9,236,779",H,"3,290,403",G,"2,319,272",G,"4,585,746",G,"2,767,853",G,"2,939,718",G,"4,538,338",G,"7,301,514",G,"3,180,488",G,"13,872,530",G,"4,382,532",H,"2,422,394",G,"5,228,752",H,"4,028,591",H,"5,050,524",G,"3,309,247",G,"2,788,208",G,"4,359,735",G,"2,361,720",G,"4,056,334",G,"1,943,865",G,"1,793,290",G,"3,670,043",H,"4,588,643",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","321,874",G,"126,556",G,"336,096",G,"351,738",H,"75,624",H,"70,362",G,"468,414",H,"90,779",H,"50,556",H,"948,124",G,"64,045",G,"4,827,138",G,"104,656",G,"480,384",J,"522,884",J,"382,580",G,"221,314",G,"173,925",G,"145,953",G,"177,252",G,"111,597",G,"128,558",G,"605,865",J,"114,370",G,"166,762",G,"246,403",H
Business,"Annual payroll ($1,000)","Accommodation and food services","1,073,418",G,"683,958",G,"885,789",G,"802,312",G,"639,402",G,"481,255",G,"1,059,847",G,"290,377",G,"228,349",G,"3,634,749",G,"342,850",G,"7,227,806",G,"409,107",G,"491,680",G,"327,796",G,"753,031",G,"675,491",G,"776,681",G,"765,392",G,"913,788",G,"598,472",G,"912,625",G,"665,455",G,"529,477",G,"734,543",G,"919,487",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","467,776",G,"525,845",G,"707,844",G,"541,351",G,"272,824",G,"408,895",G,"495,963",G,"182,161",G,"304,184",G,"2,251,518",G,"256,499",G,"6,765,754",G,"382,076",G,"297,918",G,"201,124",G,"739,597",G,"550,877",G,"406,965",G,"323,822",G,"682,355",G,"290,823",G,"516,157",G,"362,790",G,"220,753",G,"459,455",G,"506,462",G
Business,"Annual payroll ($1,000)","Industries not classified","1,853",H,"1,260",G,"1,709",H,"2,582",H,417,H,330,G,"1,858",G,716,H,581,H,"7,273",G,219,J,"19,281",G,307,H,423,G,282,G,"1,660",G,"1,963",G,"1,266",G,"1,595",H,336,G,"2,865",J,826,H,675,H,492,G,684,G,349,H
Business,"Total Establishments","Total for all sectors","27,387",X,"23,178",X,"28,559",X,"23,578",X,"11,624",X,"20,381",X,"20,623",X,"12,634",X,"14,974",X,"39,312",X,"16,090",X,"61,053",X,"11,409",X,"14,076",X,"9,706",X,"21,697",X,"25,089",X,"20,911",X,"17,200",X,"19,425",X,"15,545",X,"17,597",X,"16,455",X,"15,459",X,"18,226",X,"17,977",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",69,X,11,X,15,X,4,X,0,N,0,N,0,N,0,N,0,N,3,X,0,N,4,X,0,N,0,N,0,N,6,X,49,X,58,X,72,X,13,X,119,X,34,X,44,X,58,X,16,X,3,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",10,X,5,X,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,5,X,0,N,0,N,0,N,0,N,5,X,22,X,35,X,12,X,42,X,14,X,62,X,39,X,10,X,3,X
Business,"Total Establishments",Utilities,57,X,21,X,29,X,30,X,8,X,7,X,20,X,6,X,5,X,35,X,12,X,47,X,9,X,14,X,0,N,24,X,43,X,40,X,82,X,54,X,75,X,37,X,59,X,64,X,30,X,19,X
Business,"Total Establishments",Construction,"4,193",X,"3,741",X,"2,629",X,"2,538",X,"1,347",X,"2,041",X,"1,901",X,971,X,"1,172",X,"1,395",X,"2,095",X,"1,141",X,388,X,"1,783",X,653,X,"2,361",X,"3,617",X,"2,636",X,"2,018",X,"1,905",X,"1,927",X,"1,691",X,"1,888",X,"2,145",X,"1,765",X,"1,398",X
Business,"Total Establishments",Manufacturing,534,X,"1,119",X,511,X,370,X,152,X,286,X,854,X,188,X,236,X,682,X,228,X,924,X,66,X,310,X,107,X,369,X,466,X,635,X,671,X,526,X,664,X,689,X,812,X,886,X,833,X,718,X
Business,"Total Establishments","Wholesale trade","1,130",X,"1,601",X,"1,996",X,"1,047",X,416,X,"1,348",X,"1,412",X,560,X,704,X,"1,573",X,659,X,"4,891",X,140,X,764,X,159,X,832,X,"1,010",X,794,X,509,X,749,X,422,X,833,X,613,X,566,X,848,X,801,X
Business,"Total Establishments","Retail trade","3,272",X,"2,838",X,"2,987",X,"2,857",X,"1,969",X,"2,663",X,"3,258",X,"2,126",X,"2,537",X,"5,089",X,"2,346",X,"4,879",X,"2,113",X,"2,377",X,"2,055",X,"2,554",X,"2,667",X,"3,080",X,"2,619",X,"2,598",X,"2,569",X,"2,488",X,"2,610",X,"2,418",X,"2,364",X,"2,600",X
Business,"Total Establishments","Transportation and warehousing",508,X,734,X,701,X,745,X,942,X,"1,116",X,520,X,719,X,553,X,472,X,869,X,363,X,164,X,533,X,178,X,441,X,520,X,589,X,426,X,413,X,472,X,492,X,453,X,472,X,508,X,614,X
Business,"Total Establishments",Information,354,X,243,X,416,X,287,X,130,X,212,X,650,X,232,X,250,X,"1,852",X,205,X,"2,624",X,264,X,222,X,134,X,398,X,465,X,379,X,442,X,364,X,326,X,339,X,285,X,264,X,361,X,252,X
Business,"Total Establishments","Finance and insurance","1,344",X,872,X,"1,532",X,"1,182",X,304,X,612,X,446,X,270,X,397,X,"1,633",X,582,X,"4,419",X,286,X,370,X,230,X,"1,039",X,"1,072",X,841,X,652,X,"1,123",X,638,X,975,X,794,X,576,X,986,X,921,X
Business,"Total Establishments","Real estate and rental and leasing","1,201",X,794,X,"2,026",X,"1,172",X,583,X,"1,260",X,"1,474",X,661,X,"1,654",X,"3,212",X,762,X,"5,684",X,"1,620",X,"1,011",X,"1,221",X,"1,623",X,"1,353",X,931,X,701,X,828,X,539,X,700,X,543,X,584,X,985,X,778,X
Business,"Total Establishments","Professional, scientific, and technical services","3,531",X,"2,308",X,"4,305",X,"3,331",X,767,X,"1,955",X,"2,244",X,"1,406",X,"1,356",X,"6,669",X,"1,493",X,"10,405",X,748,X,888,X,472,X,"2,795",X,"3,333",X,"2,154",X,"1,432",X,"2,374",X,949,X,"1,667",X,"1,139",X,935,X,"1,970",X,"1,819",X
Business,"Total Establishments","Management of companies and enterprises",93,X,79,X,158,X,79,X,22,X,22,X,67,X,11,X,12,X,246,X,27,X,781,X,21,X,20,X,13,X,142,X,88,X,56,X,52,X,111,X,61,X,97,X,77,X,54,X,132,X,209,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","2,264",X,"1,662",X,"1,621",X,"1,454",X,427,X,701,X,647,X,383,X,474,X,"1,194",X,700,X,"2,660",X,284,X,446,X,240,X,"1,261",X,"1,880",X,"1,211",X,882,X,"1,042",X,705,X,948,X,904,X,857,X,"1,083",X,"1,176",X
Business,"Total Establishments","Educational services",406,X,288,X,502,X,351,X,166,X,376,X,306,X,223,X,369,X,813,X,302,X,"1,015",X,276,X,207,X,158,X,434,X,491,X,341,X,201,X,300,X,133,X,222,X,184,X,131,X,326,X,259,X
Business,"Total Establishments","Health care and social assistance","2,904",X,"2,268",X,"3,581",X,"3,069",X,"1,568",X,"2,893",X,"1,401",X,"2,044",X,"2,071",X,"3,226",X,"2,259",X,"5,702",X,"1,618",X,"1,491",X,"1,726",X,"2,542",X,"2,792",X,"2,264",X,"1,896",X,"2,356",X,"1,822",X,"2,097",X,"1,771",X,"1,458",X,"2,047",X,"2,205",X
Business,"Total Establishments","Arts, entertainment, and recreation",625,X,361,X,606,X,426,X,121,X,182,X,700,X,284,X,240,X,"1,724",X,188,X,"3,281",X,411,X,197,X,106,X,473,X,606,X,489,X,480,X,415,X,428,X,372,X,352,X,393,X,340,X,321,X
Business,"Total Establishments","Accommodation and food services","2,310",X,"1,800",X,"2,185",X,"2,019",X,"1,244",X,"2,196",X,"2,719",X,"1,198",X,"1,180",X,"5,267",X,"1,602",X,"5,496",X,"1,462",X,"1,755",X,"1,024",X,"1,895",X,"2,041",X,"2,280",X,"2,177",X,"2,196",X,"2,032",X,"1,949",X,"1,862",X,"1,757",X,"1,790",X,"1,960",X
Business,"Total Establishments","Other services (except public administration)","2,553",X,"2,414",X,"2,728",X,"2,589",X,"1,437",X,"2,491",X,"1,972",X,"1,329",X,"1,740",X,"4,154",X,"1,749",X,"6,616",X,"1,518",X,"1,674",X,"1,208",X,"2,482",X,"2,554",X,"2,079",X,"1,830",X,"2,025",X,"1,606",X,"1,944",X,"1,988",X,"1,789",X,"1,818",X,"1,906",X
Business,"Total Establishments","Industries not classified",29,X,19,X,31,X,26,X,19,X,18,X,30,X,20,X,22,X,73,X,10,X,116,X,19,X,13,X,19,X,25,X,37,X,32,X,23,X,21,X,16,X,9,X,15,X,13,X,14,X,15,X

"Source: 2023 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
