Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Housing,"Housing Tenure",Owner-occupied,"198,668","(+/-4,381)","164,467","(+/-5,403)","213,774","(+/-5,850)","159,155","(+/-6,130)","157,188","(+/-5,929)","191,654","(+/-6,508)","222,787","(+/-4,562)","195,352","(+/-5,660)","211,148","(+/-5,277)","217,996","(+/-5,604)","217,117","(+/-4,729)","187,377","(+/-5,302)","197,313","(+/-6,788)","208,236","(+/-5,634)"
Housing,"Housing Tenure",Renter-occupied,"111,830","(+/-4,899)","136,298","(+/-5,973)","82,863","(+/-4,665)","123,800","(+/-6,383)","167,989","(+/-5,764)","127,907","(+/-6,849)","70,334","(+/-4,438)","102,746","(+/-4,578)","76,984","(+/-4,833)","84,742","(+/-4,546)","75,822","(+/-4,496)","98,274","(+/-5,242)","72,203","(+/-4,749)","76,114","(+/-4,411)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.58,(+/-0.05),2.45,(+/-0.06),2.77,(+/-0.05),2.73,(+/-0.07),2.45,(+/-0.07),2.58,(+/-0.07),2.84,(+/-0.05),2.60,(+/-0.05),2.85,(+/-0.06),2.78,(+/-0.05),2.72,(+/-0.05),2.68,(+/-0.06),3.00,(+/-0.07),2.82,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.35,(+/-0.08),2.34,(+/-0.07),2.30,(+/-0.10),2.64,(+/-0.11),2.01,(+/-0.08),2.20,(+/-0.08),2.34,(+/-0.12),2.30,(+/-0.08),2.52,(+/-0.11),2.39,(+/-0.10),2.45,(+/-0.10),2.51,(+/-0.10),2.67,(+/-0.15),2.53,(+/-0.09)
Housing,"Year Householder Moved into Unit","Occupied housing units","310,498","(+/-4,036)","300,765","(+/-5,170)","296,637","(+/-4,460)","282,955","(+/-6,644)","325,177","(+/-7,148)","319,561","(+/-7,239)","293,121","(+/-5,322)","298,098","(+/-4,771)","288,132","(+/-5,371)","302,738","(+/-4,809)","292,939","(+/-4,812)","285,651","(+/-4,931)","269,516","(+/-6,128)","284,350","(+/-3,891)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","97,334","(+/-4,643)","82,256","(+/-4,532)","73,165","(+/-4,203)","79,470","(+/-5,192)","124,880","(+/-8,000)","108,803","(+/-5,705)","73,305","(+/-5,270)","77,183","(+/-4,461)","71,774","(+/-4,443)","77,786","(+/-4,230)","76,685","(+/-4,996)","75,579","(+/-4,096)","64,050","(+/-4,926)","67,170","(+/-4,352)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","63,758","(+/-4,178)","58,150","(+/-4,667)","54,769","(+/-3,936)","63,544","(+/-4,958)","64,795","(+/-5,292)","66,478","(+/-5,506)","63,351","(+/-4,224)","57,297","(+/-4,632)","61,486","(+/-3,722)","61,662","(+/-5,069)","56,911","(+/-3,942)","56,471","(+/-3,792)","53,364","(+/-4,746)","50,200","(+/-3,699)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","59,487","(+/-3,616)","59,262","(+/-4,553)","66,564","(+/-4,466)","53,945","(+/-4,114)","62,089","(+/-5,088)","68,121","(+/-4,372)","73,042","(+/-3,747)","62,759","(+/-4,361)","63,865","(+/-4,144)","65,405","(+/-4,149)","67,557","(+/-4,604)","56,512","(+/-4,426)","60,438","(+/-5,410)","67,132","(+/-5,063)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","41,459","(+/-3,110)","43,222","(+/-3,166)","50,885","(+/-3,534)","44,122","(+/-3,847)","37,331","(+/-3,463)","42,613","(+/-3,925)","49,015","(+/-3,281)","43,727","(+/-3,316)","51,106","(+/-3,310)","51,541","(+/-3,641)","47,574","(+/-3,554)","40,818","(+/-2,871)","56,562","(+/-4,215)","47,309","(+/-3,611)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","23,971","(+/-2,623)","27,836","(+/-2,604)","28,167","(+/-2,554)","27,483","(+/-3,101)","16,812","(+/-2,369)","19,286","(+/-2,185)","24,236","(+/-2,144)","29,118","(+/-2,622)","22,001","(+/-2,478)","25,353","(+/-2,638)","23,965","(+/-2,258)","29,135","(+/-2,515)","20,676","(+/-1,940)","27,863","(+/-2,529)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","24,489","(+/-2,466)","30,039","(+/-2,492)","23,087","(+/-2,026)","14,391","(+/-1,670)","19,270","(+/-2,330)","14,260","(+/-1,619)","10,172","(+/-1,598)","28,014","(+/-2,076)","17,900","(+/-1,741)","20,991","(+/-2,081)","20,247","(+/-2,263)","27,136","(+/-2,373)","14,426","(+/-1,767)","24,676","(+/-2,451)"
Housing,Value,"Owner-occupied units","198,668","(+/-4,381)","164,467","(+/-5,403)","213,774","(+/-5,850)","159,155","(+/-6,130)","157,188","(+/-5,929)","191,654","(+/-6,508)","222,787","(+/-4,562)","195,352","(+/-5,660)","211,148","(+/-5,277)","217,996","(+/-5,604)","217,117","(+/-4,729)","187,377","(+/-5,302)","197,313","(+/-6,788)","208,236","(+/-5,634)"
Housing,Value,"Less than $50,000","17,998","(+/-1,914)","18,021","(+/-2,444)","11,325","(+/-1,872)","5,518","(+/-1,774)","3,775",(+/-994),"5,480","(+/-1,501)","4,183","(+/-1,103)","24,063","(+/-2,272)","11,089","(+/-1,909)","15,372","(+/-2,218)","6,022","(+/-1,134)","20,509","(+/-2,287)","8,252","(+/-1,721)","13,325","(+/-1,662)"
Housing,Value,"$50,000 to $99,999","14,993","(+/-1,747)","34,108","(+/-2,808)","11,166","(+/-1,487)","2,148",(+/-843),"3,666","(+/-1,164)","2,284",(+/-948),"1,774",(+/-850),"27,239","(+/-2,561)","6,816","(+/-1,366)","11,285","(+/-1,746)","4,215","(+/-1,143)","24,039","(+/-2,545)","3,636","(+/-1,231)","12,210","(+/-1,918)"
Housing,Value,"$100,000 to $149,999","11,140","(+/-2,004)","24,898","(+/-2,568)","11,836","(+/-2,310)","3,229",(+/-963),"4,668","(+/-1,401)","4,258","(+/-1,155)","4,143","(+/-1,266)","25,574","(+/-3,033)","7,940","(+/-1,549)","10,654","(+/-1,617)","5,320","(+/-1,290)","22,098","(+/-2,614)","4,619","(+/-1,503)","16,472","(+/-1,840)"
Housing,Value,"$150,000 to $199,999","19,556","(+/-2,687)","21,740","(+/-2,809)","19,275","(+/-2,247)","9,959","(+/-2,016)","8,443","(+/-1,992)","9,205","(+/-1,929)","5,296","(+/-1,185)","30,278","(+/-2,633)","11,832","(+/-1,870)","15,269","(+/-2,064)","7,795","(+/-1,488)","22,978","(+/-2,572)","10,096","(+/-1,974)","21,177","(+/-2,531)"
Housing,Value,"$200,000 to $299,999","49,168","(+/-3,754)","34,945","(+/-3,106)","47,820","(+/-3,583)","42,657","(+/-3,759)","33,348","(+/-3,659)","39,498","(+/-3,771)","15,448","(+/-2,146)","39,831","(+/-2,840)","35,432","(+/-2,614)","49,325","(+/-3,701)","32,067","(+/-2,788)","42,091","(+/-3,720)","45,288","(+/-3,514)","44,599","(+/-2,852)"
Housing,Value,"$300,000 to $499,999","53,892","(+/-3,672)","24,030","(+/-2,464)","73,399","(+/-3,894)","61,920","(+/-4,297)","48,140","(+/-3,827)","79,600","(+/-4,799)","59,281","(+/-3,661)","33,267","(+/-3,072)","85,468","(+/-4,069)","76,573","(+/-3,863)","87,369","(+/-5,051)","41,673","(+/-3,328)","100,661","(+/-5,819)","71,766","(+/-4,100)"
Housing,Value,"$500,000 to $999,999","25,768","(+/-2,652)","5,819","(+/-1,178)","33,953","(+/-3,182)","30,069","(+/-2,662)","42,203","(+/-2,958)","36,605","(+/-3,500)","111,714","(+/-4,059)","13,460","(+/-2,028)","47,331","(+/-3,118)","32,841","(+/-2,507)","66,380","(+/-3,757)","12,713","(+/-1,838)","23,126","(+/-2,742)","25,291","(+/-2,381)"
Housing,Value,"$1,000,000 or more","6,153","(+/-1,190)",906,(+/-475),"5,000","(+/-1,257)","3,655",(+/-897),"12,945","(+/-1,621)","14,724","(+/-1,796)","20,948","(+/-2,293)","1,640",(+/-743),"5,240","(+/-1,262)","6,677","(+/-1,628)","7,949","(+/-1,531)","1,276",(+/-465),"1,635",(+/-642),"3,396","(+/-1,259)"
Housing,Value,"Median (dollars)","273,400","(+/-7,125)","159,400","(+/-5,546)","312,300","(+/-7,453)","340,400","(+/-7,595)","386,500","(+/-9,854)","371,100","(+/-7,374)","571,500","(+/-10,662)","180,600","(+/-6,758)","366,400","(+/-6,765)","314,500","(+/-6,962)","410,500","(+/-10,301)","208,600","(+/-8,391)","340,900","(+/-4,225)","291,700","(+/-7,524)"
Housing,"Mortgage Status","Owner-occupied units","198,668","(+/-4,381)","164,467","(+/-5,403)","213,774","(+/-5,850)","159,155","(+/-6,130)","157,188","(+/-5,929)","191,654","(+/-6,508)","222,787","(+/-4,562)","195,352","(+/-5,660)","211,148","(+/-5,277)","217,996","(+/-5,604)","217,117","(+/-4,729)","187,377","(+/-5,302)","197,313","(+/-6,788)","208,236","(+/-5,634)"
Housing,"Mortgage Status","Housing units with a mortgage","116,837","(+/-4,175)","91,256","(+/-4,372)","134,438","(+/-5,872)","106,796","(+/-5,503)","112,758","(+/-5,181)","140,282","(+/-6,356)","152,127","(+/-4,726)","102,970","(+/-4,602)","125,738","(+/-4,503)","135,260","(+/-5,293)","147,173","(+/-5,533)","106,640","(+/-5,006)","138,665","(+/-6,183)","122,396","(+/-5,841)"
Housing,"Mortgage Status","Housing units without a mortgage","81,831","(+/-3,983)","73,211","(+/-3,440)","79,336","(+/-4,115)","52,359","(+/-3,783)","44,430","(+/-3,697)","51,372","(+/-3,522)","70,660","(+/-3,703)","92,382","(+/-4,584)","85,410","(+/-4,452)","82,736","(+/-3,723)","69,944","(+/-3,571)","80,737","(+/-3,842)","58,648","(+/-3,910)","85,840","(+/-4,560)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","116,837","(+/-4,175)","91,256","(+/-4,372)","134,438","(+/-5,872)","106,796","(+/-5,503)","112,758","(+/-5,181)","140,282","(+/-6,356)","152,127","(+/-4,726)","102,970","(+/-4,602)","125,738","(+/-4,503)","135,260","(+/-5,293)","147,173","(+/-5,533)","106,640","(+/-5,006)","138,665","(+/-6,183)","122,396","(+/-5,841)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,147",(+/-531),803,(+/-387),"1,751",(+/-749),"1,312",(+/-796),"1,678",(+/-917),582,(+/-363),753,(+/-470),917,(+/-403),"1,293",(+/-775),"2,115","(+/-1,152)",734,(+/-435),"1,740",(+/-711),666,(+/-401),"1,241",(+/-589)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","16,716","(+/-2,292)","22,681","(+/-2,494)","16,085","(+/-2,108)","7,451","(+/-1,511)","9,006","(+/-1,688)","9,958","(+/-1,797)","5,369","(+/-1,308)","21,807","(+/-2,494)","13,810","(+/-1,947)","15,996","(+/-2,001)","9,670","(+/-1,503)","19,919","(+/-2,200)","10,322","(+/-1,825)","16,853","(+/-2,722)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","34,605","(+/-3,507)","32,840","(+/-2,965)","36,873","(+/-3,603)","28,012","(+/-3,605)","18,417","(+/-2,551)","33,796","(+/-3,769)","17,030","(+/-1,919)","35,124","(+/-3,717)","28,152","(+/-2,472)","39,578","(+/-3,344)","33,486","(+/-3,286)","34,482","(+/-3,579)","34,725","(+/-3,271)","38,964","(+/-3,534)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","31,046","(+/-3,141)","19,284","(+/-2,638)","33,217","(+/-3,013)","26,658","(+/-3,578)","23,519","(+/-2,314)","31,397","(+/-3,402)","29,146","(+/-2,913)","22,618","(+/-2,580)","31,938","(+/-3,024)","33,091","(+/-2,931)","36,877","(+/-3,408)","23,921","(+/-2,945)","39,813","(+/-3,441)","28,998","(+/-2,781)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","14,032","(+/-2,387)","7,652","(+/-1,644)","18,572","(+/-2,605)","17,623","(+/-2,170)","18,744","(+/-2,614)","22,259","(+/-2,860)","29,174","(+/-2,839)","11,181","(+/-1,817)","20,749","(+/-2,212)","19,370","(+/-2,420)","27,305","(+/-2,617)","13,618","(+/-1,816)","27,785","(+/-3,311)","16,098","(+/-1,873)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","6,795","(+/-1,414)","3,883","(+/-1,071)","14,416","(+/-2,388)","10,052","(+/-2,018)","13,170","(+/-1,734)","15,857","(+/-2,488)","24,611","(+/-2,527)","6,367","(+/-1,741)","14,423","(+/-2,072)","11,367","(+/-1,972)","17,076","(+/-1,865)","5,823","(+/-1,547)","12,057","(+/-2,156)","10,074","(+/-2,092)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","12,496","(+/-1,830)","4,113","(+/-1,072)","13,524","(+/-2,184)","15,688","(+/-1,896)","28,224","(+/-2,535)","26,433","(+/-2,623)","46,044","(+/-3,283)","4,956","(+/-1,490)","15,373","(+/-1,688)","13,743","(+/-1,844)","22,025","(+/-2,196)","7,137","(+/-1,446)","13,297","(+/-2,255)","10,168","(+/-1,398)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,597",(+/-51),"1,327",(+/-42),"1,662",(+/-45),"1,813",(+/-59),"2,100",(+/-66),"1,903",(+/-53),"2,407",(+/-50),"1,403",(+/-42),"1,814",(+/-42),"1,645",(+/-41),"1,895",(+/-43),"1,459",(+/-38),"1,750",(+/-44),"1,563",(+/-35)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","81,831","(+/-3,983)","73,211","(+/-3,440)","79,336","(+/-4,115)","52,359","(+/-3,783)","44,430","(+/-3,697)","51,372","(+/-3,522)","70,660","(+/-3,703)","92,382","(+/-4,584)","85,410","(+/-4,452)","82,736","(+/-3,723)","69,944","(+/-3,571)","80,737","(+/-3,842)","58,648","(+/-3,910)","85,840","(+/-4,560)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","10,739","(+/-1,687)","7,289","(+/-1,564)","5,750","(+/-1,149)","2,140","(+/-1,031)","2,307",(+/-755),"2,633",(+/-833),"2,815",(+/-867),"12,248","(+/-1,881)","7,432","(+/-1,522)","7,493","(+/-1,526)","4,624","(+/-1,145)","8,395","(+/-1,629)","2,506","(+/-1,194)","9,072","(+/-1,532)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","17,717","(+/-1,900)","21,161","(+/-1,993)","15,957","(+/-2,138)","6,621","(+/-1,589)","5,590","(+/-1,265)","8,437","(+/-1,643)","7,709","(+/-1,442)","27,349","(+/-2,602)","18,349","(+/-2,169)","17,701","(+/-2,169)","12,400","(+/-1,732)","20,347","(+/-2,251)","9,565","(+/-1,715)","21,913","(+/-2,759)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","24,498","(+/-2,623)","24,226","(+/-2,138)","24,095","(+/-2,552)","14,148","(+/-1,649)","9,735","(+/-1,861)","14,606","(+/-2,224)","16,735","(+/-2,246)","29,582","(+/-2,505)","27,433","(+/-2,016)","25,314","(+/-2,581)","22,455","(+/-2,645)","26,559","(+/-2,544)","18,762","(+/-2,420)","26,138","(+/-2,754)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","14,257","(+/-2,013)","11,995","(+/-1,704)","14,596","(+/-2,008)","12,804","(+/-1,944)","9,992","(+/-1,756)","9,004","(+/-1,546)","16,180","(+/-1,817)","13,052","(+/-2,045)","14,859","(+/-1,879)","15,878","(+/-2,213)","15,971","(+/-2,080)","14,974","(+/-1,939)","13,052","(+/-2,245)","15,864","(+/-2,040)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","5,681","(+/-1,153)","4,834","(+/-1,226)","10,173","(+/-1,626)","9,172","(+/-1,651)","6,257","(+/-1,341)","5,109","(+/-1,153)","11,650","(+/-1,617)","5,305","(+/-1,121)","7,801","(+/-1,545)","8,599","(+/-1,726)","7,052","(+/-1,519)","5,138","(+/-1,271)","7,421","(+/-1,610)","6,151","(+/-1,226)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","8,939","(+/-1,538)","3,706",(+/-904),"8,765","(+/-1,334)","7,474","(+/-1,361)","10,549","(+/-1,561)","11,583","(+/-2,005)","15,571","(+/-1,484)","4,846","(+/-1,049)","9,536","(+/-1,618)","7,751","(+/-1,357)","7,442","(+/-1,706)","5,324","(+/-1,244)","7,342","(+/-1,623)","6,702","(+/-1,486)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",491,(+/-16),460,(+/-14),553,(+/-15),642,(+/-19),680,(+/-29),600,(+/-33),707,(+/-23),437,(+/-14),515,(+/-17),502,(+/-21),558,(+/-21),478,(+/-16),582,(+/-28),475,(+/-16)
Housing,"Gross Rent","Occupied units paying rent","103,614","(+/-4,831)","127,033","(+/-6,116)","77,945","(+/-4,472)","121,392","(+/-6,506)","163,906","(+/-5,854)","125,257","(+/-6,856)","67,886","(+/-4,455)","95,060","(+/-4,675)","71,124","(+/-4,886)","79,144","(+/-4,666)","73,004","(+/-4,527)","87,760","(+/-4,817)","70,294","(+/-4,807)","68,436","(+/-4,298)"
Housing,"Gross Rent","Less than $500","5,507","(+/-1,316)","14,183","(+/-2,146)","4,292","(+/-1,256)","2,285",(+/-915),"11,780","(+/-2,120)","4,940","(+/-1,431)","1,564",(+/-700),"13,428","(+/-1,917)","4,707","(+/-1,285)","4,732","(+/-1,372)","2,594",(+/-813),"9,275","(+/-1,993)","1,275",(+/-631),"3,904","(+/-1,540)"
Housing,"Gross Rent","$500 to $999","28,066","(+/-3,346)","62,656","(+/-4,378)","23,638","(+/-2,719)","5,940","(+/-1,586)","13,579","(+/-2,801)","6,232","(+/-1,735)","3,187","(+/-1,201)","39,019","(+/-3,728)","14,288","(+/-2,084)","20,277","(+/-2,869)","8,041","(+/-1,762)","36,281","(+/-3,316)","4,097","(+/-1,452)","26,929","(+/-2,954)"
Housing,"Gross Rent","$1,000 to $1,499","29,472","(+/-2,820)","38,645","(+/-3,227)","26,997","(+/-2,637)","30,007","(+/-3,503)","45,501","(+/-4,086)","25,988","(+/-3,889)","10,746","(+/-1,883)","30,430","(+/-3,249)","18,946","(+/-2,835)","24,930","(+/-2,770)","18,412","(+/-2,811)","28,300","(+/-3,538)","16,698","(+/-2,662)","18,150","(+/-2,708)"
Housing,"Gross Rent","$1,500 to $1,999","26,365","(+/-2,605)","9,100","(+/-1,880)","14,338","(+/-2,523)","53,138","(+/-4,731)","52,723","(+/-5,293)","47,465","(+/-4,886)","22,739","(+/-2,759)","7,627","(+/-1,821)","16,128","(+/-2,269)","16,147","(+/-2,208)","25,331","(+/-3,047)","10,762","(+/-1,699)","27,089","(+/-3,352)","9,518","(+/-1,797)"
Housing,"Gross Rent","$2,000 to $2,499","9,217","(+/-1,977)","1,478",(+/-702),"4,940","(+/-1,336)","24,107","(+/-3,271)","24,372","(+/-3,769)","27,500","(+/-4,490)","17,711","(+/-2,681)","3,082","(+/-1,242)","9,848","(+/-1,755)","8,651","(+/-2,062)","13,744","(+/-2,046)","1,655",(+/-790),"11,293","(+/-2,393)","6,768","(+/-1,421)"
Housing,"Gross Rent","$2,500 to $2,999","2,236",(+/-803),565,(+/-567),"2,113",(+/-838),"3,113","(+/-1,266)","10,360","(+/-2,068)","8,371","(+/-2,203)","6,569","(+/-1,470)",840,(+/-654),"4,236","(+/-1,291)","3,540","(+/-1,785)","2,918",(+/-987),"1,082",(+/-677),"7,430","(+/-2,224)","1,016",(+/-549)
Housing,"Gross Rent","$3,000 or more","2,751","(+/-1,018)",406,(+/-236),"1,627",(+/-938),"2,802","(+/-1,170)","5,591","(+/-1,281)","4,761","(+/-1,453)","5,370","(+/-1,341)",634,(+/-359),"2,971","(+/-1,333)",867,(+/-570),"1,964",(+/-902),405,(+/-422),"2,412","(+/-1,093)","2,151",(+/-841)
Housing,"Gross Rent","Median (dollars)","1,309",(+/-51),915,(+/-18),"1,184",(+/-43),"1,711",(+/-26),"1,605",(+/-38),"1,768",(+/-35),"1,906",(+/-48),944,(+/-35),"1,436",(+/-68),"1,297",(+/-53),"1,647",(+/-43),980,(+/-35),"1,741",(+/-45),"1,077",(+/-54)
Housing,"Gross Rent","No rent paid","8,216","(+/-1,944)","9,265","(+/-1,501)","4,918","(+/-1,062)","2,408",(+/-962),"4,083","(+/-1,284)","2,650",(+/-878),"2,448",(+/-750),"7,686","(+/-1,674)","5,860","(+/-1,437)","5,598","(+/-1,184)","2,818","(+/-1,066)","10,514","(+/-1,799)","1,909",(+/-755),"7,678","(+/-1,807)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","310,498","(+/-4,036)","300,765","(+/-5,170)","296,637","(+/-4,460)","282,955","(+/-6,644)","325,177","(+/-7,148)","319,561","(+/-7,239)","293,121","(+/-5,322)","298,098","(+/-4,771)","288,132","(+/-5,371)","302,738","(+/-4,809)","292,939","(+/-4,812)","285,651","(+/-4,931)","269,516","(+/-6,128)","284,350","(+/-3,891)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","18,992","(+/-2,449)","28,221","(+/-3,377)","14,501","(+/-2,059)","16,140","(+/-3,057)","24,423","(+/-3,669)","16,341","(+/-3,006)","9,181","(+/-1,616)","24,607","(+/-3,018)","12,334","(+/-2,146)","21,578","(+/-3,188)","10,038","(+/-2,145)","20,239","(+/-2,604)","15,497","(+/-3,069)","13,255","(+/-2,188)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","12,473","(+/-1,832)","20,562","(+/-2,921)","11,174","(+/-2,162)","8,710","(+/-1,981)","14,313","(+/-2,478)","7,122","(+/-1,813)","4,240","(+/-1,028)","15,243","(+/-2,240)","7,585","(+/-1,718)","8,466","(+/-1,615)","6,664","(+/-1,462)","15,590","(+/-2,322)","4,920","(+/-1,250)","10,295","(+/-1,847)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","24,875","(+/-3,072)","29,841","(+/-3,421)","19,428","(+/-2,719)","20,631","(+/-2,613)","23,463","(+/-2,939)","17,570","(+/-2,631)","9,748","(+/-1,804)","25,109","(+/-2,814)","17,798","(+/-2,318)","22,558","(+/-2,913)","15,024","(+/-2,369)","23,550","(+/-2,527)","9,962","(+/-1,654)","21,285","(+/-2,636)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","22,332","(+/-2,662)","29,497","(+/-3,175)","20,673","(+/-2,849)","19,242","(+/-2,769)","21,512","(+/-3,233)","14,489","(+/-2,461)","11,294","(+/-2,133)","27,275","(+/-2,547)","21,160","(+/-2,604)","22,124","(+/-2,538)","14,702","(+/-1,935)","24,118","(+/-2,900)","17,376","(+/-2,787)","20,556","(+/-2,667)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","36,665","(+/-3,461)","40,628","(+/-3,378)","33,026","(+/-3,556)","33,750","(+/-3,461)","30,218","(+/-3,568)","26,242","(+/-3,023)","19,895","(+/-2,568)","38,746","(+/-3,609)","31,171","(+/-2,898)","32,067","(+/-3,410)","24,942","(+/-2,777)","35,561","(+/-3,555)","28,985","(+/-3,391)","31,973","(+/-2,831)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","57,340","(+/-4,636)","50,536","(+/-3,831)","47,132","(+/-3,809)","51,159","(+/-3,921)","50,016","(+/-4,395)","50,712","(+/-4,942)","34,306","(+/-2,830)","48,931","(+/-3,535)","45,390","(+/-3,637)","55,377","(+/-3,776)","44,488","(+/-3,521)","50,778","(+/-4,532)","49,739","(+/-3,961)","43,242","(+/-3,822)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","41,704","(+/-3,979)","36,124","(+/-2,795)","38,560","(+/-3,822)","37,914","(+/-3,614)","36,730","(+/-4,142)","42,556","(+/-4,375)","28,721","(+/-2,753)","35,454","(+/-3,219)","38,608","(+/-3,153)","39,366","(+/-3,887)","37,825","(+/-3,455)","34,895","(+/-3,754)","42,089","(+/-4,291)","36,226","(+/-3,632)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","52,401","(+/-3,615)","40,586","(+/-3,516)","54,214","(+/-4,335)","44,344","(+/-3,627)","49,926","(+/-4,318)","61,894","(+/-5,473)","57,610","(+/-3,598)","45,912","(+/-3,741)","56,617","(+/-4,410)","50,481","(+/-3,656)","60,275","(+/-4,535)","42,633","(+/-3,227)","55,013","(+/-4,871)","55,681","(+/-3,601)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","19,507","(+/-2,650)","14,039","(+/-1,989)","27,943","(+/-2,903)","19,617","(+/-2,224)","27,598","(+/-3,271)","31,659","(+/-3,696)","39,993","(+/-3,181)","20,847","(+/-2,505)","28,990","(+/-2,559)","24,490","(+/-2,658)","33,626","(+/-3,201)","17,707","(+/-2,367)","24,763","(+/-2,717)","24,930","(+/-3,264)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","24,209","(+/-2,524)","10,731","(+/-1,705)","29,986","(+/-3,496)","31,448","(+/-3,154)","46,978","(+/-3,234)","50,976","(+/-3,819)","78,133","(+/-3,684)","15,974","(+/-2,219)","28,479","(+/-2,640)","26,231","(+/-1,960)","45,355","(+/-3,082)","20,580","(+/-2,463)","21,172","(+/-2,662)","26,907","(+/-2,464)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","67,224","(+/-1,932)","50,621","(+/-1,761)","76,052","(+/-2,338)","71,152","(+/-2,025)","74,016","(+/-3,676)","91,405","(+/-2,824)","121,325","(+/-3,596)","58,679","(+/-3,420)","79,287","(+/-2,906)","69,566","(+/-2,783)","94,301","(+/-4,088)","60,966","(+/-2,013)","80,016","(+/-2,802)","75,936","(+/-2,958)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","91,000","(+/-3,075)","69,685","(+/-2,557)","99,154","(+/-3,385)","100,382","(+/-3,972)","114,280","(+/-3,774)","131,309","(+/-4,881)","162,194","(+/-4,862)","80,221","(+/-2,640)","101,954","(+/-2,979)","92,599","(+/-2,260)","122,452","(+/-3,833)","81,653","(+/-2,662)","95,657","(+/-2,445)","98,729","(+/-2,868)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","769,502","(+/-4,532)","723,670","(+/-8,854)","784,030","(+/-9,157)","761,041","(+/-14,398)","750,229","(+/-17,431)","775,912","(+/-15,151)","802,585","(+/-9,227)","747,914","(+/-8,226)","799,838","(+/-14,592)","818,009","(+/-10,129)","783,125","(+/-10,374)","747,520","(+/-4,809)","785,534","(+/-20,112)","783,920","(+/-8,285)"
